"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
"[  7.58790150e-01  -7.58790150e-01  -1.69432815e-16]" "[  4.31242467e+00  -4.31242467e+00  -2.48957549e-16]" "[  3.07453868e+00  -3.07453868e+00  -8.26052431e-16]" "[  8.04039060e-01  -8.04039060e-01   8.70339428e-17]" "[  2.27344455e+01  -2.27344455e+01  -2.83433600e-16]" "[  2.27344455e+01   2.27344455e+01   2.19629182e-18]" "[  8.04039060e-01   8.04039060e-01  -6.44133746e-17]" "[  3.07453868e+00   3.07453868e+00   2.30952124e-17]" "[  4.31242467e+00   4.31242467e+00  -2.00134305e-17]" "[  7.58790150e-01   7.58790150e-01   2.50902950e-16]"
