,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-2.4772283679360787,-2.5336210652701663,-2.5884400170312447,-2.6415750238475457,-2.692923847408797,-2.7423915140176747,-2.789889730905933,-2.8353363967633824,-2.8786551910300195,-2.91977522909796,-2.9586307727323535,-2.9951609868159466,-3.02930973501274,-3.0610254081800417,-3.0902607803851607,-3.1169728882347854,-3.141122929936364,-3.162676181104851,-3.1816019248283824,-3.197873393927655,-3.211467723702811,-3.2223659137692597,-3.230552797850095,-3.2360170206265564,-3.238751020956069,-3.2387510209560695,-3.236017020626557,-3.2305527978500947,-3.2223659137692597,-3.2114677237028095,-3.197873393927655,-3.1816019248283847,-3.1626761811048505,-3.141122929936364,-3.1169728882347925,-3.0902607803851607,-3.0610254081800385,-3.029309735012739,-2.9951609868159457,-2.958630772732347,-2.9197752290979677,-2.8786551910300195,-2.8353363967633824,-2.7898897309059327,-2.7423915140176747,-2.692923847408793,-2.6415750238475417,-2.5884400170312434,-2.5336210652701596,-2.4772283679360787
1,-2.477228367936076,-2.5332893830581686,-2.5881060417434445,-2.6412387052188615,-2.6925851586411795,-2.742050449838583,-2.7895463057725496,-2.83499064320282,-2.8783071581045516,-2.919424980983974,-2.958278387401834,-2.994806554809972,-3.02895335829674,-3.0606671990718057,-3.0899008605469263,-3.1166113877217088,-3.1407599862942734,-3.1623119385108835,-3.181236533268617,-3.197507008406415,-3.2111005034787667,-3.221998021613779,-3.230184399323681,-3.2356482833694513,-3.23838211398928,-3.2383821139892803,-3.2356482833694526,-3.230184399323681,-3.221998021613779,-3.2111005034787636,-3.1975070084064137,-3.1812365332686157,-3.1623119385108818,-3.1407599862942734,-3.116611387721715,-3.0899008605469263,-3.060667199071802,-3.0289533582967394,-2.994806554809972,-2.95827838740183,-2.9194249809839827,-2.878307158104552,-2.83499064320282,-2.7895463057725487,-2.742050449838583,-2.692585158641177,-2.641238705218859,-2.588106041743443,-2.533289383058171,-2.477228367936076
2,-2.476898902973252,-2.5327366505033693,-2.5875494856717705,-2.64067824192895,-2.6920207435463475,-2.7414820742298733,-2.788973993824933,-2.834414449208226,-2.877727163913494,-2.9188412936367647,-2.9576911369308716,-2.994215892195388,-3.028359453558402,-3.060070239482601,-3.089301048952935,-3.116008940956348,-3.1401551336745315,-3.161704920405149,-3.1806275997261095,-3.1968964178394623,-3.210488521389702,-3.221384919358952,-3.2295704529076175,-3.235033772262602,-3.237767319963193,-3.237767319963195,-3.2350337722626064,-3.229570452907617,-3.221384919358952,-3.210488521389703,-3.196896417839468,-3.1806275997261086,-3.161704920405146,-3.1401551336745315,-3.1160089409563514,-3.089301048952935,-3.0600702394826027,-3.0283594535583926,-2.994215892195386,-2.95769113693089,-2.9188412936367683,-2.8777271639134914,-2.834414449208226,-2.7889739938249347,-2.7414820742298733,-2.692020743546349,-2.6406782419289483,-2.587549485671763,-2.5327366505033666,-2.476898902973252
3,-2.476898902973252,-2.531962974319968,-2.586770452942202,-2.6398937356264427,-2.6912307014108947,-2.7406864842341965,-2.7881728899814155,-2.833607907693907,-2.8769152994872975,-2.918024256322597,-2.956869108940327,-2.9933890850651452,-3.027528105479133,-3.0592346127973147,-3.0884614278051736,-3.1151656290700025,-3.1393084522487977,-3.1608552061094657,-3.1797752027815753,-3.1960417001741477,-3.2096318548564837,-3.22052668400533,-3.228711035287727,-3.234173563782276,-3.236906715249359,-3.2369067152493582,-3.234173563782276,-3.228711035287728,-3.22052668400533,-3.2096318548564815,-3.1960417001741477,-3.1797752027815753,-3.160855206109464,-3.1393084522487977,-3.115165629070002,-3.0884614278051736,-3.0592346127973107,-3.027528105479132,-2.9933890850651452,-2.9568691089403303,-2.9180242563225924,-2.8769152994872944,-2.833607907693907,-2.788172889981416,-2.7406864842341965,-2.691230701410891,-2.639893735626438,-2.5867704529421998,-2.5319629743199696,-2.476898902973252
4,-2.476349867626989,-2.5309685039406644,-2.5857690893591587,-2.6388853286430938,-2.690215171255698,-2.739663815727216,-2.7871431271402978,-2.83257114874944,-2.8758716922754037,-2.916973994018489,-2.955812426101217,-2.9923262539492477,-3.026459432610906,-3.058160435751005,-3.087382112181015,-3.114081565639804,-3.1382200542494783,-3.159762906665415,-3.1786794524381103,-3.194942964526063,-3.2085306122569883,-3.2194234233418526,-3.227606253811971,-3.2330677649827724,-3.2358004067553634,-3.2358004067553634,-3.233067764982773,-3.227606253811971,-3.2194234233418526,-3.208530612256987,-3.1949429645260645,-3.1786794524381103,-3.159762906665415,-3.1382200542494783,-3.114081565639802,-3.087382112181015,-3.058160435751002,-3.0264594326109067,-2.9923262539492472,-2.9558124261012164,-2.916973994018494,-2.875871692275404,-2.83257114874944,-2.787143127140298,-2.739663815727216,-2.6902151712556943,-2.638885328643091,-2.5857690893591565,-2.5309685039406706,-2.476349867626989
5,-2.476349867626988,-2.5297534315496106,-2.584545582433604,-2.6376532040174685,-2.688974331855601,-2.738414243433678,-2.7858848761925152,-2.8313043396493285,-2.8745965061530327,-2.915690667416521,-2.9545212461368493,-2.99102755381455,-3.025153587374122,-3.0568478584251384,-3.08606325002806,-3.112756896682024,-3.1368900839618354,-3.1584281648253683,-3.177340490111327,-3.1936003511684063,-3.207184932914819,-3.2180752759340296,-3.226256246478219,-3.2317165134839843,-3.2344485319122422,-3.234448531912245,-3.231716513483984,-3.2262562464782145,-3.2180752759340296,-3.207184932914823,-3.1936003511684086,-3.177340490111324,-3.1584281648253607,-3.1368900839618354,-3.112756896682033,-3.08606325002806,-3.0568478584251424,-3.0251535873741187,-2.991027553814546,-2.954521246136868,-2.9156906674165217,-2.8745965061530305,-2.8313043396493285,-2.7858848761925215,-2.738414243433678,-2.6889743318556034,-2.6376532040174685,-2.5845455824336017,-2.529753431549619,-2.476349867626988
6,-2.4755813713039747,-2.5283179921249004,-2.5831001614193068,-2.6361975855255717,-2.6875084017648607,-2.7369379809480687,-2.7843983460380293,-2.8298076848654015,-2.8730899414300484,-2.9141744729293166,-2.952995761825356,-2.989493174064652,-3.0236107560550405,-3.0552970642427835,-3.0845050221572134,-3.1111918006435055,-3.135318717713842,-3.156851155040956,-3.175758488616616,-3.192014031518267,-3.2055949870847633,-3.2164824111087493,-3.224661181918565,-3.2301199774553746,-3.2328512586582954,-3.2328512586582954,-3.230119977455377,-3.2246611819185667,-3.2164824111087493,-3.2055949870847615,-3.1920140315182652,-3.175758488616617,-3.156851155040955,-3.135318717713842,-3.111191800643498,-3.0845050221572134,-3.0552970642427795,-3.023610756055039,-2.989493174064652,-2.952995761825355,-2.9141744729293086,-2.873089941430046,-2.8298076848654015,-2.7843983460380315,-2.7369379809480687,-2.6875084017648576,-2.636197585525568,-2.5831001614193045,-2.5283179921248995,-2.4755813713039747
7,-2.475581371303974,-2.5266624634906822,-2.5814330973574187,-2.634518737718403,-2.6858176393483677,-2.7352352807600786,-2.7826837836059384,-2.8280814260821434,-2.8713522348618046,-2.9124256426969684,-2.9512362010028044,-2.9877233385397726,-3.0218311588026783,-3.0535082699627623,-3.0827076422344706,-3.1093864883912192,-3.1335061638638195,-3.155032083449053,-3.173933652153694,-3.19018420811988,-3.203760975935016,-3.214645028935702,-3.222821259380196,-3.228278355596418,-3.2310087854193483,-3.2310087854193483,-3.228278355596418,-3.2228212593801975,-3.214645028935702,-3.203760975935014,-3.1901842081198795,-3.1739336521536963,-3.155032083449051,-3.1335061638638195,-3.109386488391218,-3.0827076422344706,-3.053508269962759,-3.0218311588026787,-2.98772333853977,-2.951236201002802,-2.912425642696964,-2.871352234861804,-2.8280814260821434,-2.7826837836059393,-2.7352352807600786,-2.6858176393483633,-2.6345187377183996,-2.581433097357417,-2.526662463490686,-2.475581371303974
8,-2.4745935672116794,-2.524787166379117,-2.5795447031293093,-2.6326169659666236,-2.6839023428187523,-2.733306434284819,-2.7807414738784537,-2.826125842214873,-2.869383659662173,-2.9104444445952486,-2.9492428265671506,-2.985718305516689,-3.0198150496251666,-3.051481725672815,-3.080671356771218,-3.1073412031999714,-3.131452662785859,-3.1529711878551647,-3.171866216288261,-3.18811111462488,-3.201683131526244,-3.2125633602054764,-3.2207367087027143,-3.2261918771134845,-3.2289213410853774,-3.228921341085378,-3.2261918771134788,-3.2207367087027103,-3.2125633602054764,-3.2016831315262446,-3.1881111146248813,-3.1718662162882643,-3.15297118785517,-3.131452662785859,-3.107341203199973,-3.080671356771218,-3.051481725672827,-3.0198150496251603,-2.985718305516687,-2.94924282656716,-2.910444444595248,-2.8693836596621813,-2.826125842214873,-2.7807414738784564,-2.733306434284819,-2.6839023428187536,-2.632616965966626,-2.57954470312932,-2.524787166379124,-2.4745935672116794
9,-2.474593567211679,-2.522692464502201,-2.577435333518008,-2.630492616512387,-2.6817628502795214,-2.7311517718979674,-2.7785717399187564,-2.823941249431028,-2.867184525518685,-2.9082311822452085,-2.9470159364828477,-2.983478367708802,-3.017562716385667,-3.049217714781834,-3.078396445113004,-3.1050562207382537,-3.129158486853026,-3.1506687377143994,-3.1695564479309506,-3.1857950157695147,-3.199361716787402,-3.2102376664042644,-3.218407790292036,-3.223860801693175,-3.22658918498359,-3.22658918498359,-3.2238608016931756,-3.218407790292036,-3.2102376664042644,-3.1993617167874002,-3.1857950157695134,-3.1695564479309497,-3.150668737714397,-3.129158486853026,-3.1050562207382573,-3.078396445113004,-3.049217714781832,-3.0175627163856675,-2.983478367708801,-2.9470159364828485,-2.908231182245206,-2.8671845255186845,-2.823941249431028,-2.7785717399187573,-2.7311517718979674,-2.6817628502795205,-2.6304926165123836,-2.5774353335180034,-2.5226924645022066,-2.474593567211679
