,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,-2.5006532691340673,-2.557039504479769,-2.6118525871754907,-2.6649822605486615,-2.7163262355592743,-2.7657894936258196,-2.8132837022820922,-2.8587267251143653,-2.902042210527275,-2.943159246481068,-2.9820120705040623,-3.0185398260800684,-3.052686358000071,-3.0844000405033154,-3.11363363305878,-3.1403441594911934,-3.1644928068670204,-3.1860448411509172,-3.204969537142947,-3.221240120629284,-3.234833721038066,-3.2457313332000846,-3.2539177870805993,-3.2593817245826413,-3.262115582730433,-3.2621155827304293,-3.259381724582642,-3.253917787080601,-3.2457313332000846,-3.234833721038068,-3.2212401206292824,-3.204969537142948,-3.186044841150917,-3.1644928068670204,-3.140344159491194,-3.11363363305878,-3.0844000405033145,-3.0526863580000696,-3.018539826080067,-2.9820120705040623,-2.9431592464810676,-2.902042210527273,-2.8587267251143653,-2.813283702282094,-2.7657894936258196,-2.716326235559277,-2.6649822605486553,-2.6118525871754903,-2.5570395044797656,-2.5006532691340673
1,-2.5006532691340664,-2.5567078589788075,-2.611518646484721,-2.6646459746393867,-2.7159875778398876,-2.765448459004879,-2.81294030537633,-2.858380998592088,-2.9016942035762767,-2.9428090233898314,-2.9816597093451955,-3.018185417485354,-3.052330004017185,-3.0840418535249836,-3.1132737348159005,-3.139982680102193,-3.164129883936398,-3.185680618910535,-3.204604165630289,-3.2208737548972968,-3.234466520391735,-3.2453634604552293,-3.253549407840732,-3.259013006529949,-3.2617466949271527,-3.2617466949271625,-3.259013006529951,-3.2535494078407323,-3.2453634604552293,-3.2344665203917353,-3.220873754897298,-3.20460416563029,-3.1856806189105353,-3.164129883936398,-3.139982680102193,-3.1132737348159005,-3.0840418535249827,-3.0523300040171852,-3.018185417485353,-2.981659709345197,-2.9428090233898314,-2.901694203576275,-2.858380998592088,-2.81294030537633,-2.765448459004879,-2.71598757783989,-2.664645974639383,-2.6115186464847215,-2.5567078589788066,-2.5006532691340664
2,-2.5003238432680366,-2.556155187634238,-2.610962148098235,-2.6640855659038176,-2.7154232145128283,-2.764880132679345,-2.81236804049337,-2.8578048496790434,-2.901114252692966,-2.942225377763493,-2.981072499176009,-3.017594793904683,-3.0517361371820333,-3.083444930833215,-3.112673959228066,-3.139380268557194,-3.1635250658490617,-3.1850736347404918,-3.2039952655124786,-3.2202631973251017,-3.2338545709447133,-3.244750390563854,-3.25293549358124,-3.258398527442723,-3.261131932852512,-3.2611319328525163,-3.2583985274427265,-3.2529354935812367,-3.244750390563854,-3.2338545709447133,-3.220263197325102,-3.203995265512472,-3.1850736347404816,-3.1635250658490617,-3.139380268557198,-3.112673959228066,-3.083444930833216,-3.051736137182039,-3.017594793904684,-2.9810724991760056,-2.942225377763498,-2.9011142526929645,-2.8578048496790434,-2.8123680404933658,-2.764880132679345,-2.7154232145128265,-2.6640855659038163,-2.61096214809824,-2.556155187634236,-2.5003238432680366
3,-2.500323843268033,-2.5553815971980525,-2.6101831961772937,-2.663301136023647,-2.714633244895809,-2.764084611721319,-2.8115670025794595,-2.8569983713161653,-2.900302448933276,-2.941408398892778,-2.9802505276408597,-3.01676804145377,-3.050904842198102,-3.0826093558342924,-3.1118343885180964,-3.138537006007878,-3.162678432796605,-3.1842239679821827,-3.2031429153894857,-3.2194085258790555,-3.232997950136668,-3.243892200545147,-3.252076121006452,-3.257538363815646,-3.260271372896411,-3.2602713728964132,-3.2575383638156477,-3.252076121006454,-3.243892200545147,-3.2329979501366672,-3.219408525879056,-3.203142915389486,-3.184223967982183,-3.162678432796605,-3.138537006007877,-3.1118343885180964,-3.0826093558342924,-3.0509048421981007,-3.0167680414537683,-2.98025052764086,-2.941408398892779,-2.900302448933272,-2.8569983713161653,-2.8115670025794572,-2.764084611721319,-2.7146332448958077,-2.66330113602365,-2.6101831961772937,-2.5553815971980507,-2.500323843268033
4,-2.499774873110228,-2.554387237155908,-2.6091819365756814,-2.6622928273769246,-2.713617808053295,-2.76306203204767,-2.8105373245720644,-2.8559616936303502,-2.8992589197823406,-2.940358211788977,-2.979193917443833,-3.0157052806944713,-3.0498362376482007,-3.0815352452932916,-3.1107551377926277,-3.137453006059918,-3.1615900970394133,-3.1831317297046486,-3.2020472252914334,-3.218309849701404,-3.231896766371827,-3.2427889982141545,-3.2509713974902663,-3.256432622728861,-3.259165121992214,-3.25916512199223,-3.2564326227288705,-3.2509713974902703,-3.2427889982141545,-3.231896766371827,-3.2183098497014053,-3.2020472252914356,-3.1831317297046477,-3.1615900970394133,-3.137453006059916,-3.1107551377926277,-3.081535245293292,-3.0498362376482007,-3.015705280694469,-2.9791939174438333,-2.940358211788979,-2.8992589197823384,-2.8559616936303502,-2.810537324572064,-2.76306203204767,-2.7136178080532942,-2.6622928273769215,-2.609181936575679,-2.554387237155908,-2.499774873110228
5,-2.4997748731102263,-2.5531722997601447,-2.6079585568679633,-2.6610608230618125,-2.7123770828162717,-2.7618125684362385,-2.8092791774125314,-2.8546949839441473,-2.8979838291613467,-2.93907497718826,-2.9779028263507135,-3.014406666634694,-3.0485304759925045,-3.080222749330315,-3.109436355036872,-3.1361284147663513,-3.1602602028987437,-3.1817970626955985,-3.200708336668718,-3.216967309099663,-3.2305511590077214,-3.2414409221700176,-3.24962146106396,-3.2550814418355127,-3.257813317604167,-3.257813317604157,-3.255081441835505,-3.249621461063961,-3.2414409221700176,-3.230551159007731,-3.2169673090996604,-3.200708336668717,-3.1817970626955967,-3.1602602028987437,-3.136128414766351,-3.109436355036872,-3.0802227493303143,-3.048530475992505,-3.0144066666346916,-2.9779028263507143,-2.9390749771882683,-2.89798382916135,-2.8546949839441473,-2.809279177412538,-2.7618125684362385,-2.7123770828162748,-2.661060823061816,-2.6079585568679624,-2.5531722997601487,-2.4997748731102263
6,-2.4990064681080684,-2.5517370200723337,-2.6065132863857974,-2.6596053469273304,-2.7109112878077335,-2.7603364345465162,-2.8077927700625493,-2.8531984467882374,-2.896477377436452,-2.9375588915573214,-2.9763774471916267,-3.0128723887282955,-3.046987743565981,-3.07867205141572,-3.1078782211078226,-3.134563410619052,-3.158688926746637,-3.1802201414499645,-3.199126422379332,-3.215381075532939,-3.228961298340696,-3.239848141780804,-3.2480264804005348,-3.2534849893457514,-3.2562161277111468,-3.2562161277111588,-3.2534849893457545,-3.2480264804005357,-3.239848141780804,-3.2289612983406966,-3.215381075532937,-3.199126422379333,-3.180220141449963,-3.158688926746637,-3.1345634106190516,-3.1078782211078226,-3.0786720514157193,-3.046987743565981,-3.012872388728294,-2.976377447191628,-2.93755889155732,-2.8964773774364487,-2.8531984467882374,-2.8077927700625493,-2.7603364345465162,-2.7109112878077353,-2.6596053469273233,-2.6065132863857965,-2.551737020072332,-2.4990064681080684
7,-2.4990064681080666,-2.5500816760155147,-2.60484639626253,-2.657926663610888,-2.709220681473962,-2.7586338829451824,-2.8060783495243182,-2.8514723239167763,-2.8947398014296635,-2.9358101871002154,-2.974618007864274,-3.011102670875024,-3.0452082605753077,-3.0768833683643866,-3.106080949726097,-3.132758204538309,-3.156876476993701,-3.1784011721558807,-3.1973016866734487,-3.213551351595252,-3.2271273855881617,-3.2380108571649857,-3.246186654795622,-3.25164346400733,-3.254373750787153,-3.2543737507871424,-3.2516434640073353,-3.2461866547956215,-3.2380108571649857,-3.227127385588162,-3.2135513515952496,-3.197301686673452,-3.1784011721558807,-3.156876476993701,-3.132758204538307,-3.106080949726097,-3.0768833683643826,-3.045208260575309,-3.0111026708750215,-2.9746180078642768,-2.935810187100216,-2.8947398014296617,-2.8514723239167763,-2.80607834952432,-2.7586338829451824,-2.7092206814739623,-2.657926663610894,-2.60484639626253,-2.550081676015514,-2.4990064681080666
8,-2.498018781526103,-2.548206588436162,-2.6029581994862028,-2.6560250785831507,-2.70730556212175,-2.7567052051363956,-2.8041362008646193,-2.849516894325697,-2.8927713744319745,-2.9338291317667395,-2.9726247713379133,-3.0090977714205267,-3.043192281095336,-3.074856950328885,-3.104044787466207,-3.130713039860616,-3.1548230940743847,-3.1763403926781875,-3.1952343651751542,-3.2114783709958212,-3.2250496528677273,-3.235929299169585,-3.2441022141448816,-3.249557095082426,-3.2522864157778315,-3.252286415777822,-3.249557095082428,-3.2441022141448843,-3.235929299169585,-3.2250496528677317,-3.2114783709958172,-3.1952343651751542,-3.1763403926781826,-3.1548230940743847,-3.1307130398606198,-3.104044787466207,-3.0748569503288863,-3.0431922810953327,-3.009097771420521,-2.972624771337916,-2.933829131766738,-2.892771374431974,-2.849516894325697,-2.8041362008646225,-2.7567052051363956,-2.707305562121748,-2.656025078583153,-2.6029581994862054,-2.5482065884361598,-2.498018781526103
9,-2.4980187815261012,-2.5461121211762414,-2.600849050961056,-2.6539009381999143,-2.7051662679616055,-2.754550731597033,-2.8019666472427276,-2.8473324742740465,-2.8905724062185563,-2.931616029262093,-2.970398035658034,-3.006857983156478,-3.040940093065089,-3.0725930807917696,-3.101770013745533,-3.128428192324629,-3.1525290504304704,-3.1740380725394,-3.192924724861436,-3.2091623985363698,-3.2227283631730965,-3.2336037293449578,-3.241773418917974,-3.247226142321049,-3.249954382073688,-3.2499543820737027,-3.247226142321069,-3.241773418917973,-3.2336037293449578,-3.2227283631730983,-3.2091623985363698,-3.192924724861435,-3.1740380725393993,-3.1525290504304704,-3.128428192324631,-3.101770013745533,-3.0725930807917705,-3.040940093065088,-3.006857983156475,-2.970398035658035,-2.9316160292620945,-2.8905724062185545,-2.8473324742740465,-2.8019666472427285,-2.754550731597033,-2.7051662679616078,-2.6539009381999183,-2.6008490509610516,-2.546112121176246,-2.4980187815261012
