[  2.26740943e+00   2.26740943e+00   4.15378476e-16],[  2.80636044e+01   2.80636044e+01   9.07803113e-17],[  2.26740943e+00  -2.26740943e+00   1.28562077e-16]
[  2.26740943e+00   2.26740943e+00   4.15378476e-16],[  2.80636044e+01   2.80636044e+01   9.07803113e-17],[  2.26740943e+00  -2.26740943e+00   1.28562077e-16]
[  2.26740943e+00   2.26740943e+00   4.15378476e-16],[  2.80636044e+01   2.80636044e+01   9.07803113e-17],[  2.26740943e+00  -2.26740943e+00   1.28562077e-16]
